"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"LEAM","LEI","Almeria International Airport","Almeria","Andalusia","ES",70,36.8438987732,-2.3701000214,"Europe/Madrid",""
"LEAP","","Ampuriabrava Airport","Ampuriabraba","Catalonia","ES",2,42.2599983215,3.109721899,"Europe/Madrid",""
"LEAS","OVD","Asturias Airport","Ranon","Asturias","ES",416,43.5635986328,-6.0346198082,"Europe/Madrid",""
"LEAT","","Alfes Airport","Alfes","Catalonia","ES",705,41.5499992371,0.6499999762,"Europe/Madrid",""
"LEAX","","La Axarquia-Leoni Benabu Airport","Malaga","Andalusia","ES",118,36.8016662598,-4.135556221,"Europe/Madrid",""
"LEBA","ODB","Cordoba Airport","Cordoba","Andalusia","ES",297,37.841999054,-4.8488798141,"Europe/Madrid",""
"LEBB","BIO","Bilbao Airport","Bilbao","Basque-Country","ES",138,43.3011016846,-2.9106099606,"Europe/Madrid",""
"LEBE","","Beas De Segura Airport","Jaen","Andalusia","ES",1780,38.2711105347,-2.9488890171,"Europe/Madrid",""
"LEBG","RGS","Burgos Airport","Burgos","Castille-and-Leon","ES",2945,42.3576011658,-3.620759964,"Europe/Madrid",""
"LEBL","BCN","Barcelona International Airport","Barcelona","Catalonia","ES",12,41.2971000671,2.0784599781,"Europe/Madrid",""
"LEBZ","BJZ","Badajoz Airport","Badajoz","Extremadura","ES",609,38.8913002014,-6.8213300705,"Europe/Madrid",""
"LECA","","La Nava - Corral De Ayllon Airport","Corral dev Ayllon","Castille-and-Leon","ES",3280,41.4108009338,-3.4483299255,"Europe/Madrid",""
"LECD","","La Cerdanya Airport","Alp","Catalonia","ES",3586,42.3863983154,1.8666700125,"Europe/Madrid",""
"LECF","","Calaf-Sallavinera Airport","Sant Pere Sallavinera","Catalonia","ES",2355,41.7442016602,1.5569399595,"Europe/Madrid",""
"LECH","CDT","Calamocha Airport","Calamocha","Aragon","ES",2936,40.9000015259,-1.3041199446,"Europe/Madrid",""
"LECI","","Santa Cilia De Jaca Airport","Huesca","Aragon","ES",2241,42.5691986084,-0.7277780175,"Europe/Madrid",""
"LECJ","","Castejon de los Monegros Airport","Huesca","Aragon","ES",1424,41.60779953,-0.2183270007,"Europe/Madrid",""
"LECN","","Castellon De La Plana Airport","Castellon de La Plana","Valencia","ES",20,39.9991989136,0.0261109993,"Europe/Madrid",""
"LECO","LCG","A Coruna Airport","Culleredo","Galicia","ES",326,43.3021011353,-8.3772602081,"Europe/Madrid",""
"LECT","","El Castano Airport","Luciana","Castille-La-Mancha","ES",2116,39.0107002258,-4.3863601685,"Europe/Madrid",""
"LECU","","Cuatro Vientos Airport","Madrid","Madrid","ES",2269,40.3707008362,-3.7851400375,"Europe/Madrid",""
"LECX","","Campolara Airport","Segovia","Castille-and-Leon","ES",3353,40.9030990601,-4.5202798843,"Europe/Madrid",""
"LEDA","ILD","Lleida-Alguaire Airport","Lleida","Catalonia","ES",1170,41.728185,0.535023,"Europe/Madrid",""
"LEDS","","Castellon-Costa Azahar Airport","Castellon de la Plana","Valencia","ES",1145,40.2138888889,0.0733333333,"Europe/Madrid",""
"LEEM","","El Manantio Airport","Badajoz","Extremadura","ES",708,38.777507782,-6.9911241531,"Europe/Madrid",""
"LEEV","","E. Castellanos-Villacastin Airport","Villacastin","Castille-and-Leon","ES",3637,40.7839012146,-4.4627799988,"Europe/Madrid",""
"LEFM","","Fuentemilanos Airport","Segovia","Castille-and-Leon","ES",3307,40.8886108398,-4.2375001907,"Europe/Madrid",""
"LEGA","","Armilla Airport","Armilla","Andalusia","ES",2297,37.1332015991,-3.6356899738,"Europe/Madrid",""
"LEGC","","Altarejos-Guadalcanal Airport","Sevilla","Andalusia","ES",1928,38.1716995239,-5.7395300865,"Europe/Madrid",""
"LEGE","GRO","Girona Airport","Girona","Catalonia","ES",468,41.9010009766,2.7605500221,"Europe/Madrid",""
"LEGR","GRX","Federico Garcia Lorca Airport","Granada","Andalusia","ES",1860,37.1887016296,-3.7773599625,"Europe/Madrid",""
"LEGT","","Getafe Air Base","Getafe","Madrid","ES",2031,40.2941017151,-3.7238299847,"Europe/Madrid",""
"LEGU","","Guadalupe Airport","Guadalupe","Extremadura","ES",1408,39.3456993103,-5.1973500252,"Europe/Madrid",""
"LEGY","","Garray Airport","Soria","Castille-and-Leon","ES",3360,41.8231010437,-2.4786100388,"Europe/Madrid",""
"LEHC","HSK","Huesca/Pirineos Airport","Monflorite/Alcala del Obispo","Aragon","ES",1768,42.0760993958,-0.3166669905,"Europe/Madrid",""
"LEHI","","Hinojosa del Duque Airport","Hinojosa del Duque","Andalusia","ES",1772,38.5,-5.117000103,"Europe/Madrid",""
"LEIB","IBZ","Ibiza Airport","Ibiza","Balearic-Islands","ES",24,38.8728981018,1.3731199503,"Europe/Madrid",""
"LEIG","","Igualada/Odena Airport","Barcelona","Catalonia","ES",1148,41.5856018066,1.6530599594,"Europe/Madrid",""
"LEIZ","","La Perdiz - Torre De Juan Abad Airport","Torre de Juan Abad","Castille-La-Mancha","ES",2902,38.5130996704,-3.3643300533,"Europe/Madrid",""
"LEJO","","Madrigalejo Del Monte Airport","Madrigalejo Del Monte","Castille-and-Leon","ES",3030,42.1343994141,-3.7310299873,"Europe/Madrid",""
"LEJR","XRY","Jerez Airport","Jerez de la Forntera","Andalusia","ES",93,36.7445983887,-6.0601100922,"Europe/Madrid",""
"LEJU","","La Juliana Airport","Sevilla","Andalusia","ES",148,37.2949981689,-6.1624999046,"Europe/Madrid",""
"LELA","","La Calderera Airport","Valdepenas","Castille-La-Mancha","ES",2644,38.7478981018,-3.5145599842,"Europe/Madrid",""
"LELC","MJV","San Javier Airport","San Javier","Murcia","ES",11,37.7750015259,-0.8123890162,"Europe/Madrid",""
"LELH","","Alhama De Murcia Airport","Canovas","Murcia","ES",669,37.7489013672,-1.3021600246,"Europe/Madrid",""
"LELI","","Linares Airport","Linares","Andalusia","ES",1033,38.090801239,-3.7066700459,"Europe/Madrid",""
"LELL","","Sabadell Airport","Sabadell","Catalonia","ES",485,41.5209007263,2.1050798893,"Europe/Madrid",""
"LELM","","Almansa Airport","Albacete","Castille-La-Mancha","ES",2248,38.8950004578,-1.1131800413,"Europe/Madrid",""
"LELN","LEN","Leon Airport","Leon","Castille-and-Leon","ES",3006,42.5890007019,-5.6555600166,"Europe/Madrid",""
"LELO","RJL","Logrono-Agoncillo Airport","Logrono","La Rioja","ES",1161,42.4609534888,-2.3222351074,"Europe/Madrid",""
"LELT","","Lillo Airport","Lillo","Castille-La-Mancha","ES",2272,39.7168998718,-3.3205599785,"Europe/Madrid",""
"LEMD","MAD","Madrid Barajas International Airport","Madrid","Madrid","ES",2001,40.4936,-3.56676,"Europe/Madrid",""
"LEMF","","Mafe - Gibraleon Airport","Gibraleon","Andalusia","ES",86,37.3642997742,-6.9209399223,"Europe/Madrid",""
"LEMG","AGP","Malaga Airport","Malaga","Andalusia","ES",53,36.6749000549,-4.4991102219,"Europe/Madrid",""
"LEMH","MAH","Menorca Airport","Menorca Island","Balearic-Islands","ES",302,39.8625984192,4.2186498642,"Europe/Madrid",""
"LEMI","RMU","Región de Murcia International Airport","Corvera","Corvera","ES",633,37.803,-1.125,"Europe/Madrid",""
"LEMO","OZP","Moron Air Base","Moron","Andalusia","ES",285,37.1749000549,-5.615940094,"Europe/Madrid",""
"LEMP","","Los Martinez Del Puerto Airport","Murcia","Murcia","ES",534,37.7989006042,-1.0974999666,"Europe/Madrid",""
"LEMR","","La Morgal Airport","Oviedo","Asturias","ES",541,43.4291992188,-5.8305602074,"Europe/Madrid",""
"LEMS","","Manresa Airport","Manresa","Catalonia","ES",897,41.7653007507,1.8616700172,"Europe/Madrid",""
"LEMT","","Casarrubios Del Monte Airport","Toledo","Castille-La-Mancha","ES",2050,40.2350006104,-4.0263900757,"Europe/Madrid",""
"LEMU","","Muchamiel Airport","Muchamiel","Valencia","ES",427,38.4406013489,-0.4752779901,"Europe/Madrid",""
"LEMX","","La Mancha-Toledo Airport","Toledo","Castille-La-Mancha","ES",2405,39.5620994568,-3.2507500648,"Europe/Madrid",""
"LENA","","Benabarre Airport","Huesca","Aragon","ES",2450,42.0228004456,0.4822219908,"Europe/Madrid",""
"LENE","","La Caminera Airport","Torrenueva","Ciudad Real","ES",2513,38.669739,-3.303389,"Europe/Madrid",""
"LEOC","","Ocana Airport","Toledo","Castille-La-Mancha","ES",2405,39.9375,-3.5033299923,"Europe/Madrid",""
"LEOT","","Ontur Airport","Ontur","Castille-La-Mancha","ES",2200,38.6169013977,-1.5249999762,"Europe/Madrid",""
"LEPA","PMI","Palma De Mallorca Airport","Palma De Mallorca","Balearic-Islands","ES",27,39.551700592,2.7388100624,"Europe/Madrid",""
"LEPI","","Casas de los Pinos Airport","Cuenca","Castille-La-Mancha","ES",2370,39.2981987,-2.3787200451,"Europe/Madrid",""
"LEPP","PNA","Pamplona Airport","Pamplona","Navarre","ES",1504,42.7700004578,-1.646329999,"Europe/Madrid",""
"LEPR","","Palma Del Rio Airport","Palma del Rio","Andalusia","ES",408,37.7153015137,-5.2135601044,"Europe/Madrid",""
"LEPZ","","Los Pozuelos De Calatrava Airport","Los Pozuelos De Calatrava","Castille-La-Mancha","ES",1850,38.9122009277,-4.1911101341,"Europe/Madrid",""
"LERE","","Requena Airport","Requena","Valencia","ES",2330,39.4747009277,-1.0344400406,"Europe/Madrid",""
"LERI","","Alcantarilla Airport","Alcantarilla","Murcia","ES",250,37.9510993958,-1.2303199768,"Europe/Madrid",""
"LERM","","Robledillo De Mohernando Airport","Robledillo De Mohernando","Castille-La-Mancha","ES",3097,40.8652992249,-3.2477800846,"Europe/Madrid",""
"LERO","","Rozas Airport","Lugo","Galicia","ES",1444,43.1169013977,-7.4702801704,"Europe/Madrid",""
"LERS","REU","Reus Air Base","Reus","Catalonia","ES",233,41.1473999023,1.1671700478,"Europe/Madrid",""
"LERT","ROZ","Rota Naval Station Airport","Rota","Andalusia","ES",86,36.645198822,-6.349460125,"Europe/Madrid",""
"LESA","SLM","Salamanca Airport","Salamanca","Castille-and-Leon","ES",2595,40.9520988464,-5.5019898415,"Europe/Madrid",""
"LESB","","Son Bonet Airport","Mallorca Island","Balearic-Islands","ES",157,39.5988998413,2.7027800083,"Europe/Madrid",""
"LESE","","San Enrique Airport","Almodovar del Campo","Castille-La-Mancha","ES",2263,38.7308006287,-4.3130598068,"Europe/Madrid",""
"LESG","","Sanguesa Airport","Sanguesa","Navarre","ES",1297,42.5656013489,-1.284719944,"Europe/Madrid",""
"LESL","","San Luis Airport","Menorca Island","Balearic-Islands","ES",197,39.8622016907,4.2583298683,"Europe/Madrid",""
"LESO","EAS","San Sebastian Airport","Hondarribia","Basque-Country","ES",16,43.3564987183,-1.7906099558,"Europe/Madrid",""
"LESS","","Sotos Airport","Sotos","Castille-La-Mancha","ES",3170,40.2042007446,-2.143889904,"Europe/Madrid",""
"LEST","SCQ","Santiago de Compostela Airport","Santiago de Compostela","Galicia","ES",1213,42.8963012695,-8.415140152,"Europe/Madrid",""
"LESU","LEU","Aerodrom dels Pirineus-Alt Urgell Airport","Montferrer / Castellbo","Catalonia","ES",2625,42.3386001587,1.4091700315,"Europe/Madrid",""
"LETC","","Matilla De Los Canos Airport","Valladolid","Castille-and-Leon","ES",2300,41.5306015015,-4.9250001907,"Europe/Madrid",""
"LETE","","Morante Airport","Badajoz","Extremadura","ES",703,39.0368995667,-6.690559864,"Europe/Madrid",""
"LETF","","Tomas Fernandez Espada Airport","Villamartin","Andalusia","ES",470,36.8717934415,-5.6487751007,"Europe/Madrid",""
"LETI","","El Tietar Airport","La Iglesuela","Castille-La-Mancha","ES",1401,40.2439002991,-4.7944397926,"Europe/Madrid",""
"LETJ","","Trebujena Airfield","Trebujena","Andalusia","ES",12,36.8588888889,-6.1391666667,"Europe/Madrid",""
"LETO","TOJ","Torrejon Airport","Madrid","Madrid","ES",2026,40.4967002869,-3.4458699226,"Europe/Madrid",""
"LETP","","Santo Tome Del Puerto Airport","Segovia","Castille-and-Leon","ES",3638,41.2042007446,-3.5947198868,"Europe/Madrid",""
"LETZ","","Torozos Airport","Valladolid","Castille-and-Leon","ES",2784,41.7853012085,-4.8647298813,"Europe/Madrid",""
"LEVB","","El Carrascal Airport","Valladolid","Castille-and-Leon","ES",2788,41.8246994019,-4.8930602074,"Europe/Madrid",""
"LEVC","VLC","Valencia Airport","Valencia","Valencia","ES",240,39.4892997742,-0.4816249907,"Europe/Madrid",""
"LEVD","VLL","Valladolid Airport","Valladolid","Castille-and-Leon","ES",2776,41.7061004639,-4.851940155,"Europe/Madrid",""
"LEVF","","Villaframil Airport","Lugo","Galicia","ES",80,43.5525016785,-7.0877799988,"Europe/Madrid",""
"LEVI","","Viso del Marques Airport","Viso del Marques","Castille-La-Mancha","ES",2672,38.5055999756,-3.4261500835,"Europe/Madrid",""
"LEVT","VIT","Vitoria/Foronda Airport","Alava","Basque-Country","ES",1682,42.8828010559,-2.7244699001,"Europe/Madrid",""
"LEVX","VGO","Vigo Airport","Vigo","Galicia","ES",856,42.2318000793,-8.6267700195,"Europe/Madrid",""
"LEXJ","SDR","Santander Airport","Santander","Cantabria","ES",16,43.4271011353,-3.8200099468,"Europe/Madrid",""
"LEZG","ZAZ","Zaragoza Air Base","Zaragoza","Aragon","ES",863,41.6661987305,-1.0415500402,"Europe/Madrid",""
"LEZL","SVQ","Sevilla Airport","Sevilla","Andalusia","ES",112,37.4179992676,-5.8931097984,"Europe/Madrid",""
"LF50","","Soucelles Airport","Soucelles","Pays-de-la-Loire","FR",255,47.5803985596,-0.4122689962,"Europe/Paris",""
"LF51","","Plan-de-Dieu Airport","Plan-de-Dieu","Provence-Alpes-Cote-d'Azur","FR",305,44.1800003052,4.9188899994,"Europe/Paris",""
"LF52","","Chambley Airport","Chambley","Grand Est","FR",866,49.0255012512,5.8760700226,"Europe/Paris",""
"LFAB","DPE","St Aubin Airport","Dieppe","Normandy","FR",344,49.8824996948,1.0852799416,"Europe/Paris",""
"LFAC","CQF","Calais-Dunkerque Airport","Marck","Hauts-de-France","FR",12,50.9621009827,1.9547599554,"Europe/Paris",""
"LFAD","","Compiegne Margny Airport","Compiegne","Hauts-de-France","FR",316,49.4343986511,2.8061099052,"Europe/Paris",""
"LFAE","","Eu Mers Le Treport Airport","Le Treport","Normandy","FR",328,50.0691986084,1.4266699553,"Europe/Paris",""
"LFAF","","Laon - Chambry Airport","Laon-Chambry","Hauts-de-France","FR",258,49.5957984924,3.6316699982,"Europe/Paris",""
"LFAG","","Peronne-Saint-Quentin Airport","Peronne/Saint-Quentin","Hauts-de-France","FR",295,49.8684997559,3.0295801163,"Europe/Paris",""
"LFAH","","Soissons-Cuffies Airport","Soissons-Cuffies","Hauts-de-France","FR",138,49.4000015259,3.3169999123,"Europe/Paris",""
"LFAI","","Nangis-Les Loges Airport","Nangis/Les Loges","Ile-de-France","FR",428,48.5961990356,3.0067899227,"Europe/Paris",""
"LFAJ","","Argentan Airport","Argentan","Normandy","FR",581,48.7106018066,0.003889,"Europe/Paris",""
"LFAK","","Dunkerque Les Moeres Airport","Les Moeres","Hauts-de-France","FR",-3,51.040599823,2.5502800941,"Europe/Paris",""
"LFAL","","La Fleche Thoree Les Pins Airport","La Fleche","Pays-de-la-Loire","FR",121,47.6941986084,0.003333,"Europe/Paris",""
"LFAM","","Berck sur Mer Airport","Berck","Hauts-de-France","FR",30,50.4230995178,1.5919400454,"Europe/Paris",""
"LFAN","","Conde/Noireau Airport","Conde-sur-noireau","Normandy","FR",833,48.8917007446,-0.5019440055,"Europe/Paris",""
"LFAO","","Bagnoles-de-l'Orne-Couterne Airport","Bagnoles-de-l'Orne/Couterne","Normandy","FR",718,48.5457992554,-0.3874439895,"Europe/Paris",""
"LFAP","","Rethel Airport","Rethel","Grand Est","FR",410,49.4818992615,4.3647198677,"Europe/Paris",""
"LFAQ","BYF","Albert-Bray Airport","Albert/Bray","Hauts-de-France","FR",364,49.9715003967,2.6976599693,"Europe/Paris",""
"LFAR","","Montdidier Airport","Montdidier","Hauts-de-France","FR",358,49.6730995178,2.5691699982,"Europe/Paris",""
"LFAS","","Falaise Airport","Falaise","Normandy","FR",512,48.9272003174,-0.1447219998,"Europe/Paris",""
"LFAT","LTQ","Le Touquet-Cote d'Opale Airport","Le Touquet-Paris-Plage","Hauts-de-France","FR",36,50.5173988342,1.6205899715,"Europe/Paris",""
"LFAU","","Vauville Airport","Le Touquet","Normandy","FR",456,49.6241989136,-1.8291699886,"Europe/Paris",""
"LFAV","","Valenciennes-Denain Airport","Valenciennes/Denain","Hauts-de-France","FR",165,50.3258018494,3.4612600803,"Europe/Paris",""
"LFAW","","Villerupt Airport","Valenciennes","Grand Est","FR",1299,49.4113998413,5.8905601501,"Europe/Paris",""
"LFAX","","Mortagne Au Perche Airport","Valenciennes","Normandy","FR",886,48.5402984619,0.5338889956,"Europe/Paris",""
"LFAY","","Amiens-Glisy Airport","Amiens/Glisy","Hauts-de-France","FR",208,49.8730010986,2.3870699406,"Europe/Paris",""
"LFBA","AGF","Agen-La Garenne Airport","Agen/La Garenne","Nouvelle-Aquitaine","FR",204,44.1747016907,0.5905560255,"Europe/Paris",""
"LFBC","","Cazaux (BA 120) Air Base","Cazaux (La Teste-de-Buch)","Nouvelle-Aquitaine","FR",84,44.5332984924,-1.125,"Europe/Paris",""
"LFBD","BOD","Bordeaux-Merignac (BA 106) Airport","Bordeaux/Merignac","Nouvelle-Aquitaine","FR",162,44.8283004761,-0.7155560255,"Europe/Paris",""
"LFBE","EGC","Bergerac-Roumaniere Airport","Bergerac/Roumaniere","Nouvelle-Aquitaine","FR",171,44.8252983093,0.5186110139,"Europe/Paris",""
"LFBF","","Toulouse-Francazal (BA 101) Air Base","Toulouse/Francazal","Occitanie","FR",535,43.5456008911,1.3674999475,"Europe/Paris",""
"LFBG","CNG","Cognac-Chateaubernard (BA 709) Air Base","Cognac/Chateaubernard","Nouvelle-Aquitaine","FR",102,45.6582984924,-0.3174999952,"Europe/Paris",""
"LFBH","LRH","La Rochelle-Ile de Re Airport","La Rochelle/Ile de Re","Nouvelle-Aquitaine","FR",74,46.1791992188,-1.1952799559,"Europe/Paris",""
"LFBI","PIS","Poitiers-Biard Airport","Poitiers/Biard","Nouvelle-Aquitaine","FR",423,46.5876998901,0.3066659868,"Europe/Paris",""
"LFBJ","","St Junien Airport","Poitiers","Nouvelle-Aquitaine","FR",902,45.903301239,0.9200000167,"Europe/Paris",""
"LFBK","MCU","Montlucon-Gueret Airport","Montlucon/Gueret","Nouvelle-Aquitaine","FR",1497,46.2225990295,2.3639600277,"Europe/Paris",""
"LFBL","LIG","Limoges Airport","Limoges/Bellegarde","Nouvelle-Aquitaine","FR",1300,45.8628005981,1.1794400215,"Europe/Paris",""
"LFBM","","Mont-de-Marsan (BA 118) Air Base","Mont-de-Marsan","Nouvelle-Aquitaine","FR",203,43.9117012024,-0.5074999928,"Europe/Paris",""
"LFBN","NIT","Niort-Souche Airport","Niort/Souche","Nouvelle-Aquitaine","FR",203,46.3112983704,-0.4015029967,"Europe/Paris",""
"LFBO","TLS","Toulouse-Blagnac Airport","Toulouse/Blagnac","Occitanie","FR",499,43.6291007996,1.3638199568,"Europe/Paris",""
"LFBP","PUF","Pau Pyrenees Airport","Pau/Pyrenees (Uzein)","Nouvelle-Aquitaine","FR",616,43.3800010681,-0.41861099,"Europe/Paris",""
"LFBR","","Muret-Lherm Airport","Muret/Lherm","Occitanie","FR",622,43.4488983154,1.2633299828,"Europe/Paris",""
"LFBS","","Biscarrosse Parentis Airport","Muret","Nouvelle-Aquitaine","FR",98,44.3694000244,-1.1305600405,"Europe/Paris",""
"LFBT","LDE","Tarbes-Lourdes-Pyrenees Airport","Tarbes/Lourdes/Pyrenees","Occitanie","FR",1260,43.1786994934,-0.0064389999,"Europe/Paris",""
"LFBU","ANG","Angouleme-Brie-Champniers Airport","Angouleme/Brie/Champniers","Nouvelle-Aquitaine","FR",436,45.7291984558,0.2214560062,"Europe/Paris",""
"LFBV","","Brive-La Roche Airport","Brive-la-Gaillarde","Nouvelle-Aquitaine","FR",379,45.1507987976,1.4691699743,"Europe/Paris",""
"LFBX","PGX","Perigueux-Bassillac Airport","Perigueux/Bassillac","Nouvelle-Aquitaine","FR",328,45.1981010437,0.8155559897,"Europe/Paris",""
"LFBY","","Dax Seyresse Airport","Perigueux","Nouvelle-Aquitaine","FR",108,43.689201355,-1.0688899755,"Europe/Paris",""
"LFBZ","BIQ","Biarritz-Anglet-Bayonne Airport","Biarritz/Anglet/Bayonne","Nouvelle-Aquitaine","FR",245,43.4683990479,-1.5233199596,"Europe/Paris",""
"LFCA","","Chatellerault Airport","Biarritz","Nouvelle-Aquitaine","FR",210,46.7813987732,0.5519440174,"Europe/Paris",""
"LFCB","","Bagneres De Luchon Airport","Biarritz","Occitanie","FR",2028,42.7999992371,0.6000000238,"Europe/Paris",""
"LFCC","ZAO","Cahors-Lalbenque Airport","Cahors/Lalbenque","Occitanie","FR",912,44.351398468,1.4752800465,"Europe/Paris",""
"LFCD","","Andernos Les Bains Airport","Cahors","Nouvelle-Aquitaine","FR",66,44.7560997009,-1.0633300543,"Europe/Paris",""
"LFCE","","Gueret St Laurent Airport","Cahors","Nouvelle-Aquitaine","FR",1208,46.1791992188,1.9583300352,"Europe/Paris",""
"LFCF","","Figeac Livernon Airport","Cahors","Occitanie","FR",1086,44.6733016968,1.7891700268,"Europe/Paris",""
"LFCG","","Saint-Girons-Antichan Airport","Saint-Girons/Antichan","Occitanie","FR",1368,43.0078010559,1.1031500101,"Europe/Paris",""
"LFCH","","Arcachon-La Teste-de-Buch Airport","Arcachon/La Teste-de-Buch","Nouvelle-Aquitaine","FR",52,44.5964012146,-1.1108299494,"Europe/Paris",""
"LFCI","LBI","Albi-Le Sequestre Airport","Albi/Le Sequestre","Occitanie","FR",564,43.913898468,2.1130599976,"Europe/Paris",""
"LFCJ","","Jonzac Neulles Airport","Albi","Nouvelle-Aquitaine","FR",128,45.4841995239,-0.4213890135,"Europe/Paris",""
"LFCK","DCM","Castres-Mazamet Airport","Castres/Mazamet","Occitanie","FR",788,43.5563011169,2.2891800404,"Europe/Paris",""
"LFCL","","Toulouse-Lasbordes Airport","Toulouse/Lasbordes","Occitanie","FR",459,43.586101532,1.4991699457,"Europe/Paris",""
"LFCM","","Millau-Larzac Airport","Millau/Larzac","Occitanie","FR",2606,43.9892997742,3.1830000877,"Europe/Paris",""
"LFCN","","Nogaro Airport","Millau","Occitanie","FR",302,43.7696990967,-0.0327779986,"Europe/Paris",""
"LFCO","","Oloron Herrere Airport","Millau","Nouvelle-Aquitaine","FR",984,43.1646995544,-0.5602779984,"Europe/Paris",""
"LFCP","","Pons Avy Airport","Millau","Nouvelle-Aquitaine","FR",115,45.5699996948,-0.5149999857,"Europe/Paris",""
"LFCQ","","Graulhet-Montdragon Airport","Graulhet/Montdragon","Occitanie","FR",581,43.7710990906,2.0108299255,"Europe/Paris",""
"LFCR","RDZ","Rodez-Marcillac Airport","Rodez/Marcillac","Occitanie","FR",1910,44.4079017639,2.4826700687,"Europe/Paris",""
"LFCS","","Bordeaux Leognan Saucats Airport","Rodez","Nouvelle-Aquitaine","FR",190,44.7002983093,-0.5955560207,"Europe/Paris",""
"LFCT","","Thouars Airport","Rodez","Nouvelle-Aquitaine","FR",341,46.9618988037,-0.1527779996,"Europe/Paris",""
"LFCU","","Ussel-Thalamy Airport","Ussel/Thalamy","Nouvelle-Aquitaine","FR",2428,45.5346984863,2.4238901138,"Europe/Paris",""
"LFCV","","Villefranche De Rouergue Airport","Rodez","Occitanie","FR",1096,44.3699989319,2.0280599594,"Europe/Paris",""
"LFCW","","Villeneuve-sur-Lot Airport","Villeneuve-sur-Lot","Nouvelle-Aquitaine","FR",190,44.396900177,0.7588890195,"Europe/Paris",""
"LFCX","","Castelsarrasin Moissac Airport","Rodez","Occitanie","FR",243,44.0868988037,1.1283299923,"Europe/Paris",""
"LFCY","RYN","Royan-Medis Airport","Royan/Medis","Nouvelle-Aquitaine","FR",72,45.6281013489,-0.9725000262,"Europe/Paris",""
"LFCZ","","Mimizan Airport","Mimizan","Nouvelle-Aquitaine","FR",164,44.1460990906,-1.1744400263,"Europe/Paris",""
"LFDA","","Aire-sur-l'Adour Airport","Aire-sur-Adour","Nouvelle-Aquitaine","FR",259,43.709400177,-0.2452780008,"Europe/Paris",""
"LFDB","","Montauban Airport","Montauban","Occitanie","FR",353,44.0256996155,1.3780399561,"Europe/Paris",""
"LFDC","","Montendre Marcillac Airport","Royan","Nouvelle-Aquitaine","FR",148,45.2743988037,-0.4522219896,"Europe/Paris",""
"LFDE","","Egletons Airport","Royan","Nouvelle-Aquitaine","FR",1857,45.4213981628,2.0688900948,"Europe/Paris",""
"LFDF","","Ste Foy La Grande Airport","Royan","Nouvelle-Aquitaine","FR",282,44.8535995483,0.1766670048,"Europe/Paris",""
"LFDG","","Gaillac Lisle Sur Tarn Airport","Royan","Occitanie","FR",446,43.8838996887,1.8755600452,"Europe/Paris",""
"LFDH","","Auch-Lamothe Airport","Auch/Lamothe","Occitanie","FR",411,43.6878013611,0.6016669869,"Europe/Paris",""
"LFDI","","Libourne-Artigues-de-Lussac Airport","Libourne/Artigues-de-Lussac","Nouvelle-Aquitaine","FR",157,44.9824981689,-0.1347219944,"Europe/Paris",""
"LFDJ","","Pamiers-Les Pujols Airport","Pamiers/Les Pujols","Occitanie","FR",1115,43.0905990601,1.6958299875,"Europe/Paris",""
"LFDK","","Soulac Sur Mer Airport","Pamiers","Nouvelle-Aquitaine","FR",7,45.4949989319,-1.0822199583,"Europe/Paris",""
"LFDL","","Loudun Airport","Pamiers","Nouvelle-Aquitaine","FR",315,47.0372009277,0.1013889983,"Europe/Paris",""
"LFDM","","Marmande-Virazeil Airport","Marmande/Virazeil","Nouvelle-Aquitaine","FR",105,44.4989013672,0.2005140036,"Europe/Paris",""
"LFDN","RCO","Rochefort-Saint-Agnant (BA 721) Airport","Rochefort/Saint-Agnant","Nouvelle-Aquitaine","FR",60,45.8877983093,-0.9830560088,"Europe/Paris",""
"LFDO","","Bordeaux Souge Airport","Rochefort","Nouvelle-Aquitaine","FR",135,44.8499984741,-0.8000000119,"Europe/Paris",""
"LFDP","","St Pierre D'oleron Airport","Rochefort","Nouvelle-Aquitaine","FR",20,45.9592018127,-1.3161100149,"Europe/Paris",""
"LFDQ","","Castelnau Magnoac Airport","Rochefort","Occitanie","FR",984,43.2793998718,0.5216670036,"Europe/Paris",""
"LFDR","","La Reole Floudes Airport","Rochefort","Nouvelle-Aquitaine","FR",43,44.5680999756,-0.0561110005,"Europe/Paris",""
"LFDS","","Sarlat Domme Airport","Rochefort","Nouvelle-Aquitaine","FR",979,44.7933006287,1.2447199821,"Europe/Paris",""
"LFDT","","Tarbes Laloubere Airport","Rochefort","Occitanie","FR",1075,43.2160987854,0.0786110014,"Europe/Paris",""
"LFDU","","Lesparre St Laurent Medoc Airport","Rochefort","Nouvelle-Aquitaine","FR",105,45.1977996826,-0.8822219968,"Europe/Paris",""
"LFDV","","Couhe Verac Airport","Rochefort","Nouvelle-Aquitaine","FR",499,46.2728004456,0.1905560046,"Europe/Paris",""
"LFDW","","Chauvigny Airport","Rochefort","Nouvelle-Aquitaine","FR",440,46.5835990906,0.6424999833,"Europe/Paris",""
"LFDX","","Fumel Montayral Airport","Rochefort","Nouvelle-Aquitaine","FR",692,44.4636001587,1.0077799559,"Europe/Paris",""
"LFDY","","Bordeaux Yvrac Airport","Rochefort","Nouvelle-Aquitaine","FR",240,44.8772010803,-0.4791670144,"Europe/Paris",""
